State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Warrensburg,"17,225",39,0,9,4,26,525,119,390,16,2,,,,,,
,Washington,"13,728",30,0,2,1,27,313,27,264,22,2,,,,,,
,Webb City,"10,341",14,0,3,1,10,345,44,267,34,0,,,,,,
,Webster Groves,"23,368",22,0,0,8,14,237,39,178,20,1,,,,,,
,Wentzville,"12,361",28,0,4,5,19,377,38,320,19,4,,,,,,
,West Plains,"11,026",36,3,3,6,24,811,144,638,29,2,,,,,,
MONTANA,Billings,"96,179",179,5,19,56,99,"4,803",618,"3,976",209,21,,,,,,
,Bozeman,"31,063",90,0,16,9,65,"1,484",184,"1,216",84,10,,,,,,
,Great Falls,"56,721",237,3,15,19,200,"3,828",313,"3,381",134,35,,,,,,
,Helena,"26,987",121,1,23,11,86,964,156,771,37,6,,,,,,
,Kalispell,"16,556",53,0,0,5,48,945,66,838,41,3,,,,,,
NEBRASKA,Beatrice,"13,004",40,0,14,2,24,735,111,606,18,6,,,,,,
,Bellevue,"46,947",48,0,11,9,28,"1,417",164,"1,157",96,10,,,,,,
,Columbus,"20,975",18,1,8,0,9,482,62,405,15,1,,,,,,
,Fremont,"25,313",42,0,8,8,26,899,151,704,44,4,,,,,,
,Grand Island,"43,970",138,0,24,22,92,"2,650",348,"2,180",122,2,,,,,,
,Hastings,"23,643",55,1,16,3,35,949,129,785,35,15,,,,,,
,Kearney,"28,340",70,0,9,3,58,900,114,750,36,6,,,,,,
,La Vista,"13,958",17,0,4,1,12,432,44,366,22,4,,,,,,
,Lexington,"10,159",22,0,4,4,14,417,56,334,27,3,,,,,,
,Lincoln,"236,667","1,236",6,131,193,906,"13,160","1,899","10,826",435,21,,,,,,
,Norfolk,"24,171",44,1,19,9,15,"1,029",136,838,55,6,,,,,,
,North Platte,"24,033",91,0,5,6,80,"1,554",239,"1,267",48,11,,,,,,
,Omaha,"406,109","2,608",20,187,824,"1,577","22,536","3,641","15,490","3,405",150,,,,,,
,Papillion,"17,910",14,0,2,0,12,253,25,208,20,0,,,,,,
,Scottsbluff,"14,841",29,0,2,4,23,"1,083",156,886,41,3,,,,,,
,South Sioux City,"12,085",7,0,2,1,4,216,32,172,12,2,,,,,,
NEVADA,Boulder City,"15,954",13,0,1,1,11,274,147,98,29,3,,,,,,
,Elko,"16,746",36,1,10,9,16,545,144,354,47,7,,,,,,
,Henderson,"223,827",455,7,59,128,261,"6,476","1,677","3,423","1,376",82,,,,,,
,Las Vegas Metropolitan Police Department,"1,239,805","9,783",131,605,"3,729","5,318","59,654","14,224","29,265","16,165",350,,,,,,
,Mesquite,"12,272",14,0,2,4,8,300,4,257,39,0,,,,,,
,North Las Vegas,"150,538","1,046",14,58,371,603,"6,423","1,507","2,934","1,982",54,,,,,,
,Reno,"201,981","1,480",9,112,464,895,"10,154","1,713","6,884","1,557",50,,,,,,
,Sparks,"80,524",369,4,33,87,245,"3,660",773,"2,441",446,8,,,,,,
NEW HAMPSHIRE,Amherst,"11,518",4,0,0,1,3,310,24,281,5,1,,,,,,
,Berlin,"10,215",16,0,4,2,10,176,41,124,11,8,,,,,,
,Claremont,"13,478",28,1,6,2,19,382,58,308,16,4,,,,,,
,Concord,"42,207",74,1,19,11,43,936,196,696,44,14,,,,,,
,Derry,"34,787",73,0,17,9,47,725,137,503,85,11,,,,,,
,Dover,"28,475",21,0,3,5,13,628,49,558,21,3,,,,,,
,Exeter,"14,611",10,0,1,5,4,190,36,149,5,1,,,,,,
,Goffstown,"17,513",15,0,5,3,7,358,56,291,11,1,,,,,,
,Hampton,"15,420",48,1,5,14,28,485,66,381,38,5,,,,,,
,Hanover,"11,227",1,0,0,0,1,92,23,66,3,6,,,,,,
,Hooksett,"12,924",10,0,3,1,6,296,37,246,13,3,,,,,,
,Hudson,"24,058",23,0,3,3,17,349,58,249,42,2,,,,,,
,Keene,"22,989",44,0,10,9,25,357,75,245,37,7,,,,,,
,Laconia,"17,291",46,1,12,10,23,648,101,513,34,3,,,,,,
,Lebanon,"12,909",20,0,5,5,10,438,36,392,10,4,,,,,,
,Londonderry,"24,423",18,0,7,2,9,272,60,185,27,3,,,,,,
,Manchester,"109,870",367,5,62,187,113,"3,747",755,"2,687",305,72,,,,,,
,Merrimack,"26,636",7,1,1,3,2,298,36,246,16,2,,,,,,
,Milford,"14,366",16,0,8,2,6,212,24,166,22,7,,,,,,
,Pelham,"12,096",12,0,5,1,6,166,41,107,18,5,,,,,,
,Portsmouth,"21,195",48,0,12,10,26,596,37,522,37,5,,,,,,
,Raymond,"10,082",20,0,2,1,17,171,24,129,18,3,,,,,,
,Rochester,"29,926",79,0,45,10,24,934,88,823,23,11,,,,,,
,Windham,"12,317",13,0,5,2,6,173,44,117,12,2,,,,,,
NEW JERSEY,Aberdeen Township,"18,854",37,0,7,12,18,250,36,198,16,3,,,,,,
,Asbury Park,"16,810",359,3,5,196,155,"1,068",342,647,79,6,,,,,,
,Atlantic City,"40,668",692,5,37,308,342,"4,649",599,"3,871",179,15,,,,,,
,Barnegat Township,"17,755",29,0,5,2,22,184,28,149,7,0,,,,,,
,Bayonne,"61,331",183,3,5,89,86,845,163,560,122,3,,,,,,
,Beachwood,"10,787",11,0,0,2,9,166,28,130,8,2,,,,,,
,Belleville,"35,853",101,0,4,41,56,844,154,424,266,2,,,,,,
,Bellmawr,"11,340",17,0,0,5,12,246,33,191,22,2,,,,,,
,Bergenfield,"26,364",25,0,0,11,14,261,34,209,18,2,,,,,,
,Berkeley Heights Township,"13,667",7,0,1,0,6,87,28,58,1,0,,,,,,
,Berkeley Township,"42,543",33,1,4,8,20,680,111,537,32,5,,,,,,
,Bernards Township,"26,452",2,0,0,1,1,168,27,129,12,0,,,,,,
,Bloomfield,"47,495",184,2,6,88,88,"1,914",251,"1,158",505,2,,,,,,
,Bound Brook,"10,222",13,0,2,7,4,216,56,151,9,0,,,,,,
,Branchburg Township,"14,952",2,0,0,1,1,122,25,88,9,0,,,,,,
,Brick Township,"78,928",99,1,1,10,87,"1,326",273,997,56,3,,,,,,
,Bridgeton,"22,945",404,3,14,135,252,"1,085",284,718,83,9,,,,,,
,Bridgewater Township,"44,307",15,1,0,5,9,634,77,522,35,1,,,,,,
,Brigantine,"12,719",10,0,2,0,8,226,48,171,7,0,,,,,,
,Burlington Township,"21,937",29,0,5,13,11,493,49,413,31,4,,,,,,
,Camden,"80,648","1,824",49,56,822,897,"5,291","1,159","2,775","1,357",172,,,,,,
,Carteret,"21,805",55,1,5,20,29,418,78,279,61,3,,,,,,
,Cedar Grove Township,"12,352",11,0,2,3,6,180,27,147,6,1,,,,,,
,Chatham Township,"10,137",0,0,0,0,0,49,13,36,0,0,,,,,,
,Cherry Hill Township,"71,579",101,0,5,43,53,"2,218",340,"1,738",140,7,,,,,,
,Cinnaminson Township,"15,117",27,0,0,17,10,370,55,291,24,2,,,,,,
,Clark Township,"14,810",4,0,0,3,1,183,14,164,5,1,,,,,,
,Cliffside Park,"23,052",25,1,2,11,11,209,35,151,23,1,,,,,,
,Clifton,"80,382",232,2,6,135,89,"2,099",432,"1,361",306,3,,,,,,
,Clinton Township,"13,864",4,0,0,0,4,76,23,48,5,0,,,,,,
,Collingswood,"14,320",46,0,3,18,25,375,75,267,33,1,,,,,,
,Colts Neck Township,"12,043",9,0,0,0,9,131,14,115,2,0,,,,,,
,Cranford Township,"22,836",10,0,1,5,4,260,41,205,14,0,,,,,,
,Delran Township,"16,685",21,0,1,10,10,265,61,190,14,0,,,,,,
,Denville Township,"16,044",14,1,0,4,9,187,30,149,8,0,,,,,,
,Deptford Township,"28,251",133,0,0,52,81,"1,523",267,"1,125",131,8,,,,,,
,Dover,"18,501",54,0,5,21,28,425,107,289,29,1,,,,,,
,Dover Township,"94,327",122,3,8,30,81,"1,886",350,"1,454",82,16,,,,,,
,Dumont,"17,646",15,0,3,3,9,171,34,130,7,0,,,,,,
,East Brunswick Township,"48,675",37,0,5,10,22,832,110,680,42,3,,,,,,
,East Hanover Township,"11,529",8,0,1,1,6,204,10,185,9,0,,,,,,
,East Orange,"69,697","1,114",17,32,562,503,"4,222","1,114","1,852","1,256",48,,,,,,
,East Windsor Township,"26,881",23,1,2,7,13,405,65,313,27,4,,,,,,
,Eatontown,"14,223",35,0,1,18,16,575,43,506,26,2,,,,,,
,Edison Township,"100,839",215,2,7,68,138,"2,455",394,"1,774",287,17,,,,,,
,Egg Harbor Township,"35,306",96,0,6,35,55,962,187,738,37,3,,,,,,
,Elizabeth,"124,077",686,10,14,473,189,"5,524",956,"2,926","1,642",7,,,,,,
,Elmwood Park,"19,097",31,0,1,13,17,492,71,360,61,0,,,,,,
,Englewood,"26,289",56,2,3,22,29,524,142,340,42,2,,,,,,
,Evesham Township,"46,434",49,0,21,10,18,707,127,551,29,10,,,,,,
,Ewing Township,"36,791",91,2,10,32,47,946,132,671,143,7,,,,,,
,Fair Lawn,"31,806",56,0,3,21,32,493,66,399,28,3,,,,,,
,Fairview,"13,473",58,2,2,22,32,203,61,122,20,2,,,,,,
,Florence Township,"11,326",25,0,1,8,16,141,34,85,22,0,,,,,,
,Florham Park,"12,596",4,0,0,0,4,116,14,96,6,1,,,,,,
,Fort Lee,"37,399",27,0,0,16,11,465,117,322,26,2,,,,,,
,Franklin Lakes,"11,220",2,0,0,0,2,114,19,94,1,0,,,,,,
,Franklin Township (Gloucester County),"16,125",30,1,5,3,21,339,111,197,31,4,,,,,,
,Franklin Township (Somerset County),"55,362",112,0,10,64,38,762,193,487,82,6,,,,,,
,Freehold,"11,545",55,0,4,25,26,314,73,219,22,2,,,,,,
,Freehold Township,"33,871",44,0,14,10,20,975,81,852,42,2,,,,,,
,Galloway Township,"34,461",79,0,7,18,54,658,143,488,27,9,,,,,,
,Garfield,"29,909",73,0,4,28,41,536,135,294,107,2,,,,,,
,Glassboro,"19,228",78,0,10,26,42,812,140,632,40,3,,,,,,
,Glen Rock,"11,583",2,0,0,0,2,98,8,87,3,0,,,,,,
,Gloucester City,"11,515",31,0,2,14,15,276,59,194,23,0,,,,,,
,Gloucester Township,"66,425",208,0,18,47,143,"1,623",294,"1,213",116,13,,,,,,
,Guttenberg,"11,115",42,0,5,21,16,184,69,91,24,0,,,,,,
,Hackensack,"43,800",139,0,6,45,88,"1,167",93,957,117,2,,,,,,
,Haddonfield,"11,697",9,0,0,0,9,153,30,121,2,1,,,,,,
,Haddon Township,"14,796",26,0,1,9,16,355,51,289,15,8,,,,,,
,Hamilton Township (Atlantic County),"22,864",81,0,4,29,48,"1,057",169,832,56,10,,,,,,
,Hamilton Township (Mercer County),"90,259",159,0,7,83,69,"1,717",324,"1,150",243,2,,,,,,
,Hammonton,"13,085",27,0,5,7,15,212,61,131,20,1,,,,,,
,Hanover Township,"13,447",16,0,0,3,13,174,42,109,23,2,,,,,,
,Harrison,"14,362",44,0,1,15,28,355,59,165,131,0,,,,,,
,Harrison Township,"10,370",8,0,1,0,7,188,33,149,6,0,,,,,,
,Hasbrouck Heights,"11,717",4,0,0,2,2,153,29,111,13,5,,,,,,
,Hawthorne,"18,492",11,0,0,7,4,256,34,199,23,1,,,,,,
,Hazlet Township,"21,480",8,0,0,4,4,262,29,215,18,1,,,,,,
,Highland Park,"14,321",11,0,0,5,6,205,26,165,14,0,,,,,,
,Hillsborough Township,"37,862",19,0,2,5,12,356,89,252,15,4,,,,,,
,Hillsdale,"10,161",9,0,0,2,7,58,6,51,1,0,,,,,,
,Hillside Township,"22,055",121,1,10,64,46,796,172,453,171,1,,,,,,
,Hoboken,"39,758",143,0,3,72,68,"1,448",343,920,185,4,,,,,,
,Holmdel Township,"16,928",13,0,2,2,9,224,14,204,6,0,,,,,,
,Hopatcong,"16,210",14,0,2,1,11,137,23,107,7,1,,,,,,
,Hopewell Township,"16,893",18,1,0,0,17,98,18,78,2,0,,,,,,
,Howell Township,"50,481",51,0,1,13,37,620,126,463,31,2,,,,,,
,Irvington,"60,477","1,435",26,31,756,622,"3,365",907,"1,226","1,232",19,,,,,,
,Jackson Township,"49,992",63,1,4,3,55,572,114,420,38,9,,,,,,
,Jefferson Township,"20,730",10,0,2,1,7,290,66,214,10,2,,,,,,
,Jersey City,"240,773","2,894",23,71,"1,418","1,382","8,217","2,044","4,445","1,728",54,,,,,,
,Keansburg,"10,821",55,0,4,12,39,296,68,213,15,3,,,,,,
,Kearny,"40,132",108,1,1,36,70,"1,104",169,743,192,3,,,,,,
,Lacey Township,"26,424",29,1,0,5,23,558,71,476,11,5,,,,,,
,Lakewood Township,"66,272",220,2,12,86,120,"1,728",524,"1,054",150,18,,,,,,
,Lawrence Township (Mercer County),"31,184",51,0,6,19,26,"1,119",157,886,76,3,,,,,,
,Lincoln Park,"10,946",4,0,1,1,2,95,13,79,3,2,,,,,,
,Linden,"40,156",149,1,4,76,68,"1,514",196,960,358,12,,,,,,
,Lindenwold,"17,499",114,2,6,38,68,555,197,291,67,8,,,,,,
,Little Egg Harbor Township,"18,746",31,0,1,1,29,361,82,266,13,3,,,,,,
,Little Falls Township,"12,031",18,0,2,4,12,365,63,257,45,1,,,,,,
,Little Ferry,"10,875",10,0,0,2,8,107,11,70,26,0,,,,,,
,Livingston Township,"28,168",33,1,2,7,23,508,59,408,41,1,,,,,,
,Lodi,"24,351",42,0,0,18,24,466,60,335,71,0,,,,,,
,Long Branch,"31,744",147,1,3,48,95,738,202,503,33,0,,,,,,
,Lower Township,"22,676",47,1,3,9,34,638,161,446,31,6,,,,,,
,Lumberton Township,"12,125",33,1,4,8,20,382,49,318,15,7,,,,,,
,Lyndhurst Township,"19,597",21,0,2,12,7,338,49,247,42,2,,,,,,
,Madison,"15,459",9,0,0,0,9,135,21,101,13,0,,,,,,
,Mahwah Township,"24,631",13,0,0,1,12,231,18,198,15,0,,,,,,
,Manalapan Township,"35,909",20,0,0,3,17,284,53,223,8,2,,,,,,
,Manchester Township,"42,524",25,0,2,1,22,369,79,270,20,3,,,,,,
,Mantua Township,"14,374",27,0,1,5,21,306,53,229,24,5,,,,,,
,Manville,"10,474",7,0,0,4,3,238,15,203,20,1,,,,,,
,Maple Shade Township,"19,404",69,1,12,30,26,434,118,239,77,3,,,,,,
,Maplewood Township,"23,812",81,0,3,38,40,650,80,417,153,1,,,,,,
,Marlboro Township,"39,131",15,0,0,3,12,385,73,279,33,2,,,,,,
,Medford Township,"23,523",10,0,0,2,8,286,66,211,9,2,,,,,,
,Metuchen,"13,386",14,0,0,3,11,205,58,137,10,0,,,,,,
,Middlesex,"14,090",16,0,0,6,10,129,17,103,9,1,,,,,,
,Middle Township,"16,996",82,0,5,17,60,675,182,454,39,10,,,,,,
,Middletown Township,"66,822",64,2,6,6,50,696,112,557,27,0,,,,,,
,Millburn Township,"19,808",18,0,2,11,5,658,45,537,76,0,,,,,,
,Millville,"27,309",213,3,19,83,108,"1,572",346,"1,146",80,6,,,,,,
,Monroe Township (Gloucester County),"30,640",64,0,6,19,39,575,148,385,42,4,,,,,,
,Monroe Township (Middlesex County),"31,715",15,0,1,2,12,199,21,167,11,2,,,,,,
,Montclair,"38,854",141,0,9,53,79,"1,028",249,591,188,6,,,,,,
,Montgomery Township,"21,164",4,0,0,1,3,207,46,153,8,0,,,,,,
,Montville Township,"21,353",7,0,1,1,5,217,30,167,20,1,,,,,,
,Moorestown Township,"20,072",25,0,1,15,9,436,65,352,19,2,,,,,,
,Morristown,"18,948",132,0,7,60,65,733,108,566,59,1,,,,,,
,Morris Township,"21,492",24,0,3,3,18,167,34,124,9,0,,,,,,
,Mount Holly Township,"10,846",51,0,2,15,34,406,79,305,22,2,,,,,,
,Mount Laurel Township,"40,807",44,0,4,17,23,783,151,587,45,6,,,,,,
,Mount Olive Township,"25,627",16,0,2,0,14,303,66,226,11,1,,,,,,
,Neptune Township,"33,004",136,1,10,62,63,"1,403",218,"1,091",94,1,,,,,,
,Newark,"279,857","2,867",84,73,"1,345","1,365","13,199","2,159","5,252","5,788",177,,,,,,
,New Brunswick,"50,152",352,3,16,221,112,"1,955",494,"1,282",179,3,,,,,,
,New Milford,"16,482",7,0,1,0,6,138,13,117,8,0,,,,,,
,New Providence,"12,067",7,0,0,2,5,100,16,83,1,0,,,,,,
,North Arlington,"15,315",13,0,1,3,9,138,19,108,11,0,,,,,,
,North Bergen Township,"58,854",109,2,9,53,45,"1,287",268,796,223,6,,,,,,
,North Brunswick Township,"38,673",79,0,3,46,30,915,219,630,66,3,,,,,,
,North Plainfield,"21,239",62,0,5,34,23,484,85,351,48,1,,,,,,
,Nutley Township,"28,288",42,0,0,16,26,360,64,260,36,1,,,,,,
,Oakland,"13,711",8,0,0,1,7,110,9,96,5,2,,,,,,
,Ocean City,"15,667",40,0,0,13,27,986,170,803,13,1,,,,,,
,Ocean Township (Monmouth County),"27,887",42,2,5,13,22,664,101,521,42,1,,,,,,
,Old Bridge Township,"64,109",58,1,7,11,39,"1,052",166,765,121,6,,,,,,
,Orange,"32,784",382,2,10,235,135,"1,698",384,679,635,9,,,,,,
,Palisades Park,"18,133",15,0,0,8,7,175,69,95,11,0,,,,,,
,Paramus,"26,689",84,0,1,41,42,"2,109",133,"1,841",135,3,,,,,,
,Parsippany-Troy Hills Township,"51,606",35,0,0,12,23,832,194,567,71,4,,,,,,
,Passaic,"69,008",683,5,7,274,397,"2,014",422,"1,052",540,3,,,,,,
,Paterson,"151,835","1,216",10,25,624,557,"4,651","1,291","2,236","1,124",12,,,,,,
,Pemberton Township,"29,141",62,0,10,18,34,545,134,368,43,4,,,,,,
,Pennsauken Township,"36,096",159,0,11,69,79,"1,322",264,808,250,6,,,,,,
,Pennsville Township,"13,256",14,0,1,2,11,312,46,248,18,2,,,,,,
,Pequannock Township,"14,608",5,0,0,1,4,189,17,167,5,2,,,,,,
,Perth Amboy,"48,786",154,3,4,64,83,"1,027",188,678,161,4,,,,,,
,Phillipsburg,"15,283",26,3,3,9,11,262,68,168,26,3,,,,,,
,Pine Hill,"11,170",42,0,4,13,25,263,71,173,19,1,,,,,,
,Piscataway Township,"52,419",59,0,2,26,31,608,105,466,37,1,,,,,,
,Plainfield,"48,361",552,9,18,226,299,"1,591",434,894,263,11,,,,,,
,Plainsboro Township,"21,197",11,0,2,4,5,178,47,120,11,4,,,,,,
,Pleasantville,"19,149",192,3,12,74,103,735,188,498,49,3,,,,,,
,Point Pleasant,"19,974",14,0,1,1,12,333,62,268,3,0,,,,,,
,Pompton Lakes,"11,163",12,1,2,4,5,138,20,108,10,0,,,,,,
,Princeton,"13,672",23,0,1,5,17,479,88,390,1,2,,,,,,
,Princeton Township,"17,341",6,0,2,0,4,177,66,104,7,1,,,,,,
,Rahway,"26,966",92,0,4,55,33,674,150,449,75,7,,,,,,
,Ramsey,"14,591",15,0,1,3,11,187,26,149,12,0,,,,,,
,Randolph Township,"25,754",12,0,0,2,10,253,31,217,5,1,,,,,,
,Raritan Township,"21,870",8,2,1,0,5,235,43,175,17,1,,,,,,
,Readington Township,"16,527",10,0,0,1,9,167,40,118,9,1,,,,,,
,Red Bank,"11,875",43,0,7,20,16,284,46,230,8,1,,,,,,
,Ridgefield,"10,995",9,0,0,2,7,94,24,56,14,2,,,,,,
,Ridgefield Park,"12,870",12,0,2,4,6,155,24,118,13,1,,,,,,
,Ridgewood,"25,005",6,0,1,1,4,206,28,170,8,1,,,,,,
,Ringwood,"12,793",9,0,0,0,9,78,22,55,1,0,,,,,,
,River Edge,"11,055",7,0,0,3,4,117,36,79,2,0,,,,,,
,Rockaway Township,"25,214",21,0,4,6,11,398,32,345,21,7,,,,,,
,Roselle,"21,573",67,0,1,44,22,513,120,294,99,1,,,,,,
,Roselle Park,"13,403",24,0,2,6,16,216,45,141,30,0,,,,,,
,Roxbury Township,"23,940",26,1,0,2,23,339,50,262,27,1,,,,,,
,Rutherford,"18,146",11,0,0,1,10,329,83,211,35,0,,,,,,
,Saddle Brook Township,"13,236",17,0,0,8,9,473,74,362,37,0,,,,,,
,Sayreville,"42,359",84,1,13,13,57,727,146,513,68,11,,,,,,
,Scotch Plains Township,"23,106",20,1,1,10,8,254,45,188,21,0,,,,,,
,Secaucus,"15,845",17,1,0,8,8,701,32,567,102,0,,,,,,
,Somers Point,"11,699",44,0,3,12,29,346,79,254,13,0,,,,,,
,Somerville,"12,478",40,13,1,6,20,251,36,204,11,4,,,,,,
,South Brunswick Township,"40,462",33,1,2,9,21,502,113,350,39,7,,,,,,
,South Orange,"17,017",69,1,2,31,35,510,57,286,167,0,,,,,,
,South Plainfield,"23,126",48,0,2,15,31,424,61,323,40,3,,,,,,
,South River,"16,153",26,0,0,6,20,246,83,143,20,3,,,,,,
,Sparta Township,"19,355",4,0,0,0,4,91,19,67,5,0,,,,,,
,Springfield,"14,864",11,0,1,7,3,296,37,202,57,0,,,,,,
,Stafford Township,"24,488",43,0,7,4,32,618,106,493,19,6,,,,,,
,Summit,"21,411",13,0,0,7,6,390,33,316,41,1,,,,,,
,Teaneck Township,"40,094",75,0,4,32,39,746,139,557,50,3,,,,,,
,Tenafly,"14,200",8,0,0,3,5,120,21,94,5,0,,,,,,
,Tinton Falls,"16,087",13,0,2,5,6,273,42,212,19,2,,,,,,
,Totowa,"10,100",11,0,1,7,3,316,16,250,50,0,,,,,,
,Trenton,"85,911","1,357",18,47,576,716,"3,805",987,"2,027",791,26,,,,,,
,Union City,"67,039",323,4,4,208,107,"1,613",409,858,346,0,,,,,,
,Union Township,"56,026",200,0,12,108,80,"1,660",240,"1,151",269,0,,,,,,
,Ventnor City,"12,867",20,1,1,10,8,308,72,230,6,1,,,,,,
,Vernon Township,"25,617",16,0,0,2,14,382,51,327,4,1,,,,,,
,Verona,"13,496",12,0,2,1,9,180,40,130,10,0,,,,,,
,Vineland,"57,456",449,1,10,178,260,"2,921",621,"2,123",177,14,,,,,,
,Voorhees Township,"28,749",70,0,9,26,35,817,123,667,27,10,,,,,,
,Wallington,"11,603",15,0,1,7,7,201,47,135,19,1,,,,,,
,Wall Township,"26,243",24,0,0,7,17,378,110,254,14,0,,,,,,
,Wanaque,"10,492",13,0,1,1,11,135,18,107,10,0,,,,,,
,Warren Township,"15,464",7,0,0,0,7,156,21,127,8,0,,,,,,
,Washington Township (Gloucester County),"50,741",97,0,3,33,61,"1,247",495,660,92,8,,,,,,
,Washington Township (Mercer County),"11,189",10,0,0,4,6,110,31,72,7,1,,,,,,
,Washington Township (Morris County),"18,374",14,1,0,0,13,130,19,103,8,2,,,,,,
,Waterford Township,"10,720",19,1,2,2,14,208,55,133,20,1,,,,,,
,Wayne Township,"55,649",32,0,0,13,19,"1,293",115,"1,060",118,0,,,,,,
,Weehawken Township,"13,441",24,1,0,10,13,389,79,245,65,0,,,,,,
,West Caldwell Township,"11,226",6,0,0,5,1,104,24,72,8,1,,,,,,
,West Deptford Township,"20,146",31,0,6,7,18,439,108,311,20,2,,,,,,
,Westfield,"30,161",4,0,1,0,3,346,43,295,8,0,,,,,,
,West Milford Township,"28,122",23,0,3,3,17,431,118,309,4,1,,,,,,
,West New York,"46,673",133,1,7,77,48,923,302,455,166,0,,,,,,
,West Orange,"45,385",77,0,1,42,34,"1,144",217,685,242,0,,,,,,
,West Paterson,"11,334",26,0,6,9,11,236,40,166,30,1,,,,,,
,West Windsor Township,"24,263",16,0,1,11,4,528,43,449,36,3,,,,,,
,Westwood,"11,087",10,0,2,0,8,120,12,101,7,3,,,,,,
,Willingboro Township,"33,322",117,1,14,53,49,721,182,471,68,13,,,,,,
,Winslow Township,"35,396",153,1,8,25,119,684,204,432,48,9,,,,,,
,Woodbridge Township,"101,572",318,4,10,58,246,"2,857",505,"2,077",275,45,,,,,,
,Woodbury,"10,512",52,1,5,19,27,486,68,396,22,2,,,,,,
,Wyckoff Township,"17,102",7,0,1,0,6,123,18,104,1,0,,,,,,
NEW MEXICO,Alamogordo,"36,095",90,0,8,9,73,936,128,777,31,6,,,,,,
,Albuquerque,"479,074","4,720",41,235,"1,238","3,206","29,557","5,243","20,469","3,845",56,,,,,,
,Artesia,"10,679",45,1,8,2,34,810,344,430,36,2,,,,,,
,Carlsbad,"25,690",98,2,18,19,59,"1,093",224,828,41,5,,,,,,
,Clovis,"33,317",189,10,15,24,140,"1,951",619,"1,233",99,25,,,,,,
,Deming,"14,601",64,1,4,6,53,908,331,498,79,2,,,,,,
,Farmington,"42,054",532,1,62,56,413,"1,613",385,"1,040",188,11,,,,,,
,Gallup,"20,172",354,0,15,50,289,"2,031",252,"1,654",125,5,,,,,,
,Hobbs,"28,744",357,3,21,28,305,"1,941",351,"1,531",59,2,,,,,,
,Las Cruces,"78,168",352,3,81,106,162,"4,134",705,"3,230",199,7,,,,,,
,Las Vegas,"14,411",157,1,13,17,126,662,161,448,53,7,,,,,,
,Los Lunas,"11,437",227,0,8,6,213,488,72,347,69,0,,,,,,
,Portales,"11,247",55,2,9,2,42,409,132,262,15,1,,,,,,
,Rio Rancho,"59,883",165,2,15,14,134,"1,325",365,826,134,6,,,,,,
,Roswell,"44,905",471,8,43,43,377,"3,107",701,"2,260",146,17,,,,,,
,Santa Fe,"67,493",351,3,38,72,238,"4,319","1,961","2,132",226,10,,,,,,
,Silver City,"10,206",28,0,5,4,19,628,197,405,26,2,,,,,,
,Sunland Park,"14,026",21,0,0,7,14,188,30,142,16,0,,,,,,
NEW YORK,Albany,"94,100","1,131",10,53,394,674,"5,586","1,294","3,825",467,,,,,,,
,Amherst Town,"112,016",111,0,12,33,66,"1,793",179,"1,554",60,16,,,,,,
,Amsterdam,"18,009",29,0,0,0,29,214,68,146,0,,,,,,,
,Auburn,"28,175",78,1,11,18,48,"1,088",173,903,12,,,,,,,
,Batavia,"15,970",47,0,8,11,28,735,105,630,0,,,,,,,
,Bedford Town,"18,706",3,0,1,1,1,196,17,169,10,,,,,,,
,Bethlehem Town,"32,530",22,2,1,5,14,506,86,411,9,,,,,,,
,Binghamton,"46,399",155,1,22,57,75,"1,967",247,"1,686",34,,,,,,,
,Blooming Grove Town,"11,976",9,0,4,0,5,118,32,82,4,,,,,,,
,Brighton Town,"35,091",40,0,6,20,14,"1,068",151,868,49,,,,,,,
,Buffalo,"285,567","3,804",51,212,"1,485","2,056","16,252","3,914","9,929","2,409",303,,,,,,
,Camillus Town and Village,"23,313",9,1,0,2,6,281,28,247,6,,,,,,,
,Carmel Town,"34,590",18,0,1,4,13,216,47,154,15,,,,,,,
,Cheektowaga Town,"82,368",169,2,17,67,83,"2,699",354,"2,191",154,,,,,,,
,Cicero Town,"27,326",7,0,0,2,5,505,76,418,11,,,,,,,
,Clarkstown Town,"79,357",128,0,0,31,97,"1,888",120,"1,712",56,,,,,,,
,Clay Town,"54,519",18,1,3,9,5,353,66,269,18,,,,,,,
,Cohoes,"15,332",52,0,1,4,47,180,40,123,17,,,,,,,
,Colonie Town,"76,949",92,0,12,31,49,"2,826",323,"2,392",111,,,,,,,
,Corning,"10,645",33,1,7,5,20,594,85,500,9,,,,,,,
,Cortland,"18,498",74,0,15,5,54,502,90,386,26,,,,,,,
,Depew Village,"16,225",24,0,5,8,11,354,47,300,7,,,,,,,
,Dewitt Town,"22,103",25,0,3,6,16,601,115,476,10,,,,,,,
,Dobbs Ferry Village,"11,062",10,0,0,2,8,116,14,90,12,,,,,,,
,Dunkirk,"12,739",67,1,5,12,49,335,61,270,4,,,,,,,
,East Aurora-Aurora Town,"13,936",6,0,0,3,3,181,27,152,2,,,,,,,
,East Fishkill Town,"27,678",84,0,1,3,80,314,30,263,21,,,,,,,
,East Greenbush Town,"16,051",36,0,2,9,25,364,55,292,17,,,,,,,
,Endicott Village,"12,901",40,0,7,8,25,538,68,453,17,,,,,,,
