State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,St. Peters,"53,897",116,1,8,30,77,"1,431",169,"1,186",76,3,,,,,,
,Town and Country,"11,013",10,0,0,4,6,236,25,203,8,3,,,,,,
,University City,"38,064",174,4,14,83,73,"2,310",265,"1,730",315,7,,,,,,
,Warrensburg,"17,033",34,0,2,2,30,410,80,306,24,3,,,,,,
,Washington,"13,537",27,0,2,0,25,316,30,274,12,3,,,,,,
,Webb City,"10,208",13,0,4,2,7,296,51,228,17,4,,,,,,
,Webster Groves,"23,546",20,0,1,11,8,363,62,263,38,4,,,,,,
,Wentzville,"10,048",38,0,8,5,25,400,39,338,23,1,,,,,,
,West Plains,"10,896",32,1,3,2,26,721,140,559,22,3,,,,,,
MONTANA,Billings,"92,834",230,3,19,66,142,"4,959",577,"4,048",334,0,,,,,,
,Bozeman,"29,724",82,0,8,8,66,"1,483",134,"1,271",78,0,,,,,,
,Great Falls,"56,549",293,5,13,58,217,"4,056",376,"3,534",146,0,,,,,,
,Kalispell,"15,602",56,2,0,5,49,909,65,811,33,3,,,,,,
NEBRASKA,Beatrice,"12,880",25,0,6,4,15,563,78,470,15,4,,,,,,
,Columbus,"20,999",9,0,2,3,4,534,72,446,16,1,,,,,,
,Fremont,"25,335",32,0,3,7,22,968,136,782,50,3,,,,,,
,Grand Island,"43,261",134,3,19,16,96,"2,756",349,"2,317",90,0,,,,,,
,Hastings,"24,048",31,2,9,3,17,"1,096",144,910,42,11,,,,,,
,Kearney,"28,073",80,0,5,6,69,"1,089",184,855,50,10,,,,,,
,La Vista,"13,036",14,0,1,4,9,514,37,440,37,7,,,,,,
,Lexington,"10,177",23,0,10,3,10,400,93,281,26,0,,,,,,
,Lincoln,"233,721","1,114",5,94,153,862,"13,487","1,959","11,049",479,9,,,,,,
,Norfolk,"24,324",38,1,21,5,11,"1,107",130,944,33,3,,,,,,
,Omaha,"401,692","2,627",35,179,896,"1,517","24,512","3,449","16,869","4,194",210,,,,,,
,Scottsbluff,"14,775",32,0,2,6,24,905,93,768,44,3,,,,,,
,South Sioux City,"12,039",5,0,1,2,2,221,33,172,16,0,,,,,,
NEVADA,Boulder City,"15,842",37,2,1,3,31,284,116,140,28,5,,,,,,
,Elko,"16,785",29,0,5,11,13,545,128,385,32,3,,,,,,
,Henderson,"212,571",429,10,104,103,212,"5,689","1,441","2,884","1,364",46,,,,,,
,Las Vegas Metropolitan Police Department,"1,189,388","9,158",141,511,"3,955","4,551","57,552","12,782","30,052","14,718",280,,,,,,
,Mesquite,"11,615",18,1,0,4,13,272,10,228,34,0,,,,,,
,North Las Vegas,"140,133","1,158",18,48,332,760,"6,110","1,642","2,687","1,781",49,,,,,,
,Reno,"196,171","1,255",11,89,493,662,"11,231","1,976","7,708","1,547",41,,,,,,
,Sparks,"76,025",358,3,44,102,209,"3,756",828,"2,482",446,,,,,,,
NEW HAMPSHIRE,Bedford,"20,039",7,0,0,3,4,171,27,134,10,0,,,,,,
,Berlin,"10,310",27,1,10,1,15,174,35,133,6,2,,,,,,
,Claremont,"13,326",22,0,6,3,13,276,29,231,16,0,,,,,,
,Derry,"34,877",70,0,21,14,35,790,122,572,96,27,,,,,,
,Dover,"28,059",19,0,8,3,8,554,56,471,27,5,,,,,,
,Exeter,"14,468",14,0,5,2,7,212,20,180,12,2,,,,,,
,Hampton,"15,307",34,0,13,8,13,481,53,390,38,3,,,,,,
,Hanover,"11,233",1,0,0,1,0,96,20,70,6,2,,,,,,
,Hooksett,"12,556",11,0,4,5,2,377,50,316,11,7,,,,,,
,Hudson,"23,709",14,0,1,2,11,340,55,253,32,6,,,,,,
,Keene,"22,939",36,2,10,6,18,639,87,533,19,18,,,,,,
,Laconia,"17,117",31,0,7,6,18,654,94,525,35,5,,,,,,
,Lebanon,"12,915",4,0,0,0,4,182,23,154,5,1,,,,,,
,Londonderry,"24,459",23,0,2,8,13,297,48,214,35,6,,,,,,
,Manchester,"109,472",301,4,61,158,78,"3,414",659,"2,431",324,33,,,,,,
,Merrimack,"26,710",0,0,0,0,0,298,24,262,12,0,,,,,,
,Milford,"14,160",22,0,6,3,13,209,29,166,14,4,,,,,,
,Pelham,"11,788",9,0,1,2,6,221,54,144,23,0,,,,,,
,Portsmouth,"21,257",63,0,10,15,38,622,64,507,51,14,,,,,,
,Rochester,"29,641",75,1,40,12,22,789,85,682,22,1,,,,,,
,Somersworth,"11,874",21,0,1,11,9,493,35,441,17,6,,,,,,
,Windham,"11,969",9,0,1,0,8,200,67,115,18,3,,,,,,
NEW JERSEY,Aberdeen Township,"18,722",29,0,2,7,20,312,75,211,26,3,,,,,,
,Asbury Park,"16,889",377,2,7,182,186,913,261,562,90,2,,,,,,
,Atlantic City,"40,397",600,5,23,276,296,"4,854",596,"4,094",164,6,,,,,,
,Barnegat Township,"16,497",42,0,2,5,35,208,32,168,8,2,,,,,,
,Bayonne,"61,950",245,1,9,93,142,"1,049",212,672,165,4,,,,,,
,Beachwood,"10,688",14,0,0,0,14,175,27,142,6,0,,,,,,
,Belleville,"36,066",133,1,11,42,79,"1,045",230,503,312,2,,,,,,
,Bellmawr,"11,328",20,1,0,10,9,213,48,144,21,0,,,,,,
,Bergenfield,"26,362",26,0,0,12,14,290,42,230,18,1,,,,,,
,Berkeley Heights Township,"13,678",4,0,1,0,3,125,37,80,8,1,,,,,,
,Berkeley Township,"42,181",61,0,4,8,49,604,107,470,27,7,,,,,,
,Bernards Township,"25,605",6,0,1,3,2,165,54,104,7,6,,,,,,
,Bloomfield,"47,792",165,0,5,94,66,"1,891",273,"1,052",566,6,,,,,,
,Bound Brook,"10,252",9,0,2,5,2,284,64,209,11,3,,,,,,
,Branchburg Township,"14,950",5,0,2,2,1,113,16,91,6,0,,,,,,
,Brick Township,"78,269",91,0,0,14,77,"1,296",250,999,47,3,,,,,,
,Bridgeton,"22,780",385,6,21,125,233,"1,032",320,613,99,1,,,,,,
,Bridgewater Township,"44,377",19,0,0,8,11,659,92,516,51,0,,,,,,
,Brigantine,"12,675",15,0,0,1,14,184,66,107,11,0,,,,,,
,Burlington Township,"21,500",41,0,5,22,14,490,57,398,35,4,,,,,,
,Camden,"80,132","1,925",41,56,856,972,"5,279","1,459","2,671","1,149",201,,,,,,
,Carteret,"21,761",75,0,11,21,43,411,96,247,68,1,,,,,,
,Cedar Grove Township,"12,397",8,0,0,0,8,242,31,190,21,0,,,,,,
,Chatham Township,"10,111",2,0,0,1,1,77,17,58,2,0,,,,,,
,Cherry Hill Township,"70,702",107,0,8,39,60,"2,180",197,"1,804",179,6,,,,,,
,Cinnaminson Township,"14,928",21,1,0,9,11,390,52,303,35,4,,,,,,
,Clark Township,"14,862",10,0,0,1,9,184,29,140,15,1,,,,,,
,Cliffside Park,"23,083",36,0,1,4,31,186,37,126,23,0,,,,,,
,Clifton,"80,072",197,0,11,84,102,"2,068",329,"1,355",384,4,,,,,,
,Collingswood,"14,341",43,0,8,17,18,407,80,291,36,2,,,,,,
,Colts Neck Township,"12,735",15,0,1,1,13,103,17,80,6,1,,,,,,
,Cranford Township,"22,927",19,0,7,3,9,299,46,235,18,0,,,,,,
,Delran Township,"16,161",23,0,0,10,13,385,65,296,24,0,,,,,,
,Denville Township,"15,991",11,0,0,2,9,189,37,147,5,0,,,,,,
,Deptford Township,"27,566",136,2,1,46,87,"1,408",225,"1,080",103,6,,,,,,
,Dover,"18,209",55,0,2,19,34,371,98,245,28,1,,,,,,
,Dover Township,"93,410",150,1,12,38,99,"2,070",329,"1,658",83,22,,,,,,
,Dumont,"17,631",14,0,1,2,11,194,29,157,8,0,,,,,,
,East Brunswick Township,"48,351",37,1,4,13,19,972,143,752,77,4,,,,,,
,East Hanover Township,"11,498",11,0,0,1,10,293,27,242,24,0,,,,,,
,East Orange,"70,141","1,394",22,30,647,695,"4,757","1,059","1,930","1,768",78,,,,,,
,East Windsor Township,"26,658",29,1,3,9,16,420,81,311,28,2,,,,,,
,Eatontown,"14,165",31,0,1,10,20,559,54,489,16,1,,,,,,
,Edison Township,"100,484",285,1,11,115,158,"2,633",465,"1,755",413,11,,,,,,
,Egg Harbor Township,"33,569",111,1,13,30,67,"1,086",245,793,48,16,,,,,,
,Elizabeth,"123,970",757,14,14,525,204,"5,730","1,118","2,956","1,656",16,,,,,,
,Elmwood Park,"19,067",52,0,2,27,23,495,67,385,43,0,,,,,,
,Englewood,"26,305",68,1,6,27,34,525,121,344,60,7,,,,,,
,Evesham Township,"44,804",32,1,10,10,11,721,127,558,36,9,,,,,,
,Ewing Township,"36,355",120,0,14,55,51,"1,078",178,772,128,2,,,,,,
,Fair Lawn,"31,808",32,1,2,9,20,401,68,313,20,0,,,,,,
,Fairview,"13,438",20,0,0,0,20,97,17,52,28,0,,,,,,
,Florence Township,"11,242",21,0,2,9,10,149,39,92,18,6,,,,,,
,Florham Park,"12,316",6,0,2,1,3,128,14,101,13,0,,,,,,
,Fort Lee,"37,170",8,0,1,7,0,513,101,365,47,2,,,,,,
,Franklin Lakes,"11,117",1,0,0,0,1,137,17,120,0,0,,,,,,
,Franklin Township (Gloucester County),"15,898",33,1,0,7,25,319,112,174,33,4,,,,,,
,Franklin Township (Somerset County),"55,970",85,0,7,49,29,986,269,621,96,8,,,,,,
,Freehold,"11,571",55,2,3,15,35,339,66,261,12,2,,,,,,
,Freehold Township,"33,519",49,0,5,17,27,908,70,808,30,5,,,,,,
,Galloway Township,"33,781",67,5,5,18,39,660,121,503,36,16,,,,,,
,Garfield,"29,932",55,1,0,27,27,604,92,372,140,2,,,,,,
,Glassboro,"19,157",87,2,8,32,45,731,153,549,29,4,,,,,,
,Glen Rock,"11,592",7,0,0,3,4,128,26,102,0,0,,,,,,
,Gloucester City,"11,521",29,1,2,13,13,312,58,223,31,1,,,,,,
,Gloucester Township,"66,056",197,0,23,48,126,"1,564",390,"1,063",111,20,,,,,,
,Guttenberg,"11,137",68,0,1,28,39,200,64,118,18,9,,,,,,
,Hackensack,"43,769",155,1,2,65,87,"1,134",95,889,150,3,,,,,,
,Hackettstown,"10,820",14,0,1,3,10,151,17,126,8,0,,,,,,
,Haddonfield,"11,705",6,1,1,3,1,151,10,138,3,1,,,,,,
,Haddon Township,"14,776",21,0,2,8,11,354,70,258,26,2,,,,,,
,Hamilton Township (Atlantic County),"22,091",62,1,4,19,38,863,114,706,43,9,,,,,,
,Hamilton Township (Mercer County),"89,392",118,1,3,77,37,"1,735",344,"1,149",242,4,,,,,,
,Hammonton,"12,912",24,0,0,7,17,286,52,221,13,1,,,,,,
,Hanover Township,"12,990",12,0,1,6,5,145,53,81,11,3,,,,,,
,Harrison,"14,459",52,0,0,23,29,361,61,174,126,2,,,,,,
,Hasbrouck Heights,"11,712",10,0,0,5,5,145,18,111,16,0,,,,,,
,Hawthorne,"18,452",14,0,0,10,4,252,50,181,21,0,,,,,,
,Hazlet Township,"21,523",4,0,0,2,2,268,23,216,29,0,,,,,,
,Highland Park,"14,305",14,0,1,6,7,250,69,160,21,0,,,,,,
,Hillsborough Township,"37,918",19,0,3,5,11,420,92,312,16,4,,,,,,
,Hillsdale,"10,156",5,0,0,2,3,102,9,89,4,0,,,,,,
,Hillside Township,"22,116",103,3,6,55,39,890,230,430,230,1,,,,,,
,Hoboken,"39,728",140,1,2,62,75,"1,493",375,855,263,1,,,,,,
,Holmdel Township,"16,671",10,0,0,3,7,261,24,227,10,0,,,,,,
,Hopatcong,"16,069",10,0,2,0,8,158,30,121,7,4,,,,,,
,Hopewell Township,"16,688",8,0,2,0,6,79,17,58,4,0,,,,,,
,Howell Township,"50,318",68,0,2,12,54,558,71,449,38,4,,,,,,
,Irvington,"60,855","1,497",27,45,766,659,"3,613",898,"1,266","1,449",23,,,,,,
,Jackson Township,"47,846",37,1,2,4,30,572,89,433,50,11,,,,,,
,Jefferson Township,"20,027",8,0,0,3,5,201,48,145,8,2,,,,,,
,Jersey City,"241,443","2,927",24,98,"1,416","1,389","8,814","2,191","4,564","2,059",50,,,,,,
,Keansburg,"10,873",63,0,0,12,51,291,66,205,20,2,,,,,,
,Kearny,"40,526",97,1,4,46,46,"1,209",232,770,207,8,,,,,,
,Lacey Township,"26,317",21,0,0,5,16,476,78,372,26,0,,,,,,
,Lakewood Township,"65,585",194,2,12,78,102,"1,596",448,"1,031",117,8,,,,,,
,Lawrence Township,"30,689",75,0,4,29,42,978,136,765,77,2,,,,,,
,Lincoln Park,"10,928",2,0,0,1,1,80,21,51,8,2,,,,,,
,Linden,"40,226",110,3,0,65,42,"1,804",281,"1,139",384,7,,,,,,
,Lindenwold,"17,491",115,3,9,49,54,712,264,375,73,5,,,,,,
,Little Egg Harbor Township,"17,794",27,0,2,1,24,388,64,308,16,4,,,,,,
,Little Falls Township,"12,002",23,0,3,4,16,402,82,276,44,1,,,,,,
,Little Ferry,"10,865",8,0,1,1,6,117,17,75,25,0,,,,,,
,Livingston Township,"27,871",29,0,3,6,20,528,66,411,51,2,,,,,,
,Lodi,"24,276",34,2,0,9,23,416,48,296,72,1,,,,,,
,Long Branch,"31,748",139,1,4,55,79,773,291,433,49,5,,,,,,
,Lower Township,"22,785",38,0,4,7,27,511,105,372,34,9,,,,,,
,Lumberton Township,"11,698",24,0,2,7,15,384,46,324,14,5,,,,,,
,Lyndhurst Township,"19,536",20,0,1,9,10,373,60,267,46,0,,,,,,
,Madison,"15,442",11,0,3,2,6,149,23,118,8,2,,,,,,
,Mahwah Township,"24,503",25,0,0,5,20,203,11,181,11,1,,,,,,
,Manalapan Township,"35,665",21,1,0,6,14,277,50,216,11,1,,,,,,
,Manchester Township,"41,663",25,0,0,5,20,367,73,280,14,3,,,,,,
,Mantua Township,"14,281",19,1,3,6,9,333,65,245,23,0,,,,,,
,Manville,"10,508",8,1,0,2,5,250,30,207,13,1,,,,,,
,Maple Shade Township,"19,262",52,0,10,17,25,421,78,273,70,2,,,,,,
,Maplewood Township,"23,944",84,1,5,46,32,693,99,439,155,0,,,,,,
,Marlboro Township,"38,539",15,1,1,6,7,374,71,287,16,4,,,,,,
,Medford Township,"23,176",12,0,0,2,10,335,71,238,26,5,,,,,,
,Metuchen,"13,316",16,0,1,4,11,249,66,167,16,0,,,,,,
,Middlesex,"14,052",15,0,0,4,11,183,20,149,14,1,,,,,,
,Middle Township,"16,810",91,1,6,18,66,588,158,388,42,8,,,,,,
,Middletown Township,"66,128",37,0,5,4,28,797,164,584,49,0,,,,,,
,Millburn Township,"19,904",30,1,2,22,5,715,77,527,111,1,,,,,,
,Millville,"27,068",229,3,28,77,121,"1,480",382,"1,017",81,16,,,,,,
,Monroe Township (Gloucester County),"29,687",45,0,4,17,24,700,176,426,98,4,,,,,,
,Monroe Township (Middlesex County),"30,483",16,0,0,2,14,241,32,201,8,1,,,,,,
,Montclair,"39,006",126,1,3,55,67,"1,261",282,674,305,0,,,,,,
,Montgomery Township,"18,877",9,0,0,2,7,150,16,126,8,2,,,,,,
,Montville Township,"21,177",9,0,1,1,7,223,42,155,26,1,,,,,,
,Moorestown Township,"19,803",30,0,3,22,5,470,41,413,16,1,,,,,,
,Morristown,"18,936",125,1,5,57,62,666,128,495,43,2,,,,,,
,Morris Township,"21,459",16,0,4,0,12,175,30,138,7,0,,,,,,
,Mount Holly Township,"10,805",93,2,0,32,59,405,72,311,22,1,,,,,,
,Mount Laurel Township,"40,665",42,1,4,16,21,775,144,582,49,6,,,,,,
,Mount Olive Township,"25,146",11,0,1,1,9,305,47,245,13,5,,,,,,
,Neptune Township,"32,852",111,2,3,41,65,"1,259",264,881,114,2,,,,,,
,Newark,"278,551","2,731",81,85,"1,304","1,261","13,861","2,281","5,562","6,018",238,,,,,,
,New Brunswick,"49,674",336,8,15,188,125,"2,383",535,"1,549",299,11,,,,,,
,New Milford,"16,478",5,0,1,0,4,96,16,75,5,2,,,,,,
,New Providence,"12,112",3,0,0,0,3,127,28,93,6,0,,,,,,
,North Arlington,"15,305",24,0,2,7,15,165,26,124,15,1,,,,,,
,North Bergen Township,"59,364",135,2,8,73,52,"1,298",221,781,296,12,,,,,,
,North Brunswick Township,"38,342",97,0,2,36,59,"1,074",193,792,89,9,,,,,,
,North Plainfield,"21,308",65,0,11,32,22,546,131,342,73,6,,,,,,
,Nutley Township,"28,327",47,1,0,14,32,474,104,314,56,2,,,,,,
,Oakland,"13,356",10,0,1,1,8,135,15,116,4,1,,,,,,
,Ocean City,"15,603",23,0,2,9,12,875,162,706,7,2,,,,,,
,Ocean Township (Monmouth County),"27,464",44,0,2,17,25,712,120,565,27,6,,,,,,
,Old Bridge Township,"63,415",74,2,3,23,46,"1,017",212,658,147,8,,,,,,
,Orange,"33,028",406,2,8,234,162,"2,130",425,943,762,9,,,,,,
,Palisades Park,"17,901",20,2,1,7,10,136,37,83,16,1,,,,,,
,Paramus,"26,422",96,0,6,38,52,"2,038",112,"1,722",204,10,,,,,,
,Parsippany-Troy Hills Township,"51,232",25,1,0,11,13,847,204,547,96,3,,,,,,
,Passaic,"68,828",770,4,2,355,409,"2,087",323,"1,190",574,11,,,,,,
,Paterson,"151,593","1,241",20,35,674,512,"5,188","1,466","2,439","1,283",26,,,,,,
,Pemberton Township,"28,933",80,0,4,25,51,597,160,391,46,10,,,,,,
,Pennsauken Township,"35,983",213,1,14,119,79,"1,194",261,710,223,11,,,,,,
,Pennsville Township,"13,194",27,0,2,4,21,320,32,279,9,1,,,,,,
,Pequannock Township,"14,221",5,0,0,0,5,225,22,175,28,4,,,,,,
,Perth Amboy,"48,413",232,1,3,89,139,"1,380",281,863,236,3,,,,,,
,Phillipsburg,"15,330",34,0,3,16,15,248,64,161,23,2,,,,,,
,Pine Hill,"11,008",40,0,3,10,27,221,45,162,14,4,,,,,,
,Piscataway Township,"51,952",77,3,5,21,48,"1,089",177,843,69,11,,,,,,
,Plainfield,"48,543",519,5,17,276,221,"1,844",452,"1,033",359,10,,,,,,
,Plainsboro Township,"21,105",13,0,1,3,9,185,37,135,13,2,,,,,,
,Pleasantville,"19,114",177,4,1,72,100,626,168,399,59,6,,,,,,
,Point Pleasant,"19,778",10,0,1,0,9,322,76,239,7,1,,,,,,
,Pompton Lakes,"10,958",12,0,2,0,10,150,26,113,11,0,,,,,,
,Princeton,"14,315",17,0,0,8,9,461,102,349,10,0,,,,,,
,Princeton Township,"16,683",4,0,1,1,2,157,35,119,3,3,,,,,,
,Rahway,"27,060",82,2,2,49,29,711,154,457,100,5,,,,,,
,Ramsey,"14,579",14,0,2,4,8,173,11,150,12,2,,,,,,
,Randolph Township,"25,607",16,0,0,1,15,262,37,218,7,2,,,,,,
,Raritan Township,"21,128",11,0,0,2,9,170,23,132,15,0,,,,,,
,Readington Township,"16,302",4,0,0,0,4,154,44,102,8,3,,,,,,
,Red Bank,"11,905",39,0,3,21,15,274,30,234,10,0,,,,,,
,Ridgefield,"10,990",10,0,0,1,9,73,19,33,21,1,,,,,,
,Ridgefield Park,"12,895",17,0,5,5,7,224,49,152,23,1,,,,,,
,Ridgewood,"25,016",10,0,2,5,3,255,53,199,3,0,,,,,,
,Ringwood,"12,696",5,1,0,1,3,87,27,57,3,0,,,,,,
,River Edge,"11,050",7,0,1,4,2,115,20,88,7,1,,,,,,
,Rockaway Township,"24,636",28,2,1,12,13,488,46,416,26,1,,,,,,
,Roselle,"21,660",56,0,3,34,19,508,151,272,85,0,,,,,,
,Roselle Park,"13,463",27,0,0,12,15,275,113,139,23,0,,,,,,
,Roxbury Township,"23,852",21,0,0,4,17,296,38,234,24,2,,,,,,
,Rutherford,"18,148",5,1,0,1,3,258,48,175,35,0,,,,,,
,Saddle Brook Township,"13,235",13,0,0,6,7,263,31,200,32,1,,,,,,
,Sayreville,"42,002",78,0,9,16,53,755,173,484,98,9,,,,,,
,Scotch Plains Township,"23,179",15,0,2,7,6,321,66,229,26,0,,,,,,
,Secaucus,"15,971",10,1,0,7,2,744,27,567,150,0,,,,,,
,Somers Point,"11,600",33,0,1,7,25,324,82,232,10,2,,,,,,
,Somerville,"12,530",30,1,1,9,19,310,61,236,13,1,,,,,,
,South Brunswick Township,"40,101",38,1,1,9,27,632,165,408,59,1,,,,,,
,South Orange,"17,082",66,0,3,36,27,596,85,292,219,0,,,,,,
,South Plainfield,"23,024",47,1,7,15,24,462,77,351,34,5,,,,,,
,South River,"15,918",38,0,1,13,24,209,79,113,17,2,,,,,,
,Sparta Township,"18,871",10,0,0,1,9,76,8,65,3,0,,,,,,
,Springfield,"14,836",17,0,2,10,5,345,37,220,88,2,,,,,,
,Stafford Township,"23,918",28,0,5,1,22,513,85,407,21,5,,,,,,
,Summit,"21,454",8,0,1,2,5,329,61,239,29,0,,,,,,
,Teaneck Township,"39,388",112,0,2,43,67,772,252,480,40,13,,,,,,
,Tenafly,"14,029",0,0,0,0,0,144,38,97,9,0,,,,,,
,Tinton Falls,"15,797",10,0,2,1,7,244,41,187,16,2,,,,,,
,Totowa,"10,066",11,0,1,6,4,339,37,269,33,0,,,,,,
,Trenton,"86,130","1,518",13,36,645,824,"4,677","1,073","2,514","1,090",26,,,,,,
,Union City,"67,277",332,6,16,176,134,"1,790",453,893,444,0,,,,,,
,Union Township,"55,849",161,1,9,89,62,"2,022",349,"1,281",392,2,,,,,,
,Ventnor City,"12,898",20,1,1,8,10,291,85,197,9,2,,,,,,
,Vernon Township,"25,377",10,0,1,0,9,250,38,202,10,1,,,,,,
,Verona,"13,582",9,0,1,1,7,182,50,108,24,0,,,,,,
,Vineland,"56,655",416,4,16,169,227,"3,039",747,"2,127",165,8,,,,,,
,Voorhees Township,"28,629",62,0,9,17,36,770,90,652,28,8,,,,,,
,Wallington,"11,618",12,0,1,5,6,168,24,121,23,0,,,,,,
,Wall Township,"26,193",31,0,1,6,24,415,91,311,13,1,,,,,,
,Wanaque,"10,426",10,0,0,0,10,133,27,97,9,0,,,,,,
,Warren Township,"15,300",3,0,0,2,1,136,23,110,3,0,,,,,,
,Washington Township (Gloucester County),"49,687",64,0,3,36,25,"1,224",445,704,75,9,,,,,,
,Washington Township (Mercer County),"10,885",7,0,0,1,6,119,19,87,13,1,,,,,,
,Washington Township (Morris County),"18,225",7,0,0,0,7,156,38,103,15,1,,,,,,
,Waterford Township,"10,686",26,0,4,1,21,149,32,110,7,3,,,,,,
,Wayne Township,"55,241",39,0,2,8,29,"1,480",105,"1,204",171,1,,,,,,
,Weehawken Township,"13,486",34,0,0,21,13,424,69,265,90,1,,,,,,
,West Caldwell Township,"11,289",2,0,0,2,0,140,16,115,9,1,,,,,,
,West Deptford Township,"19,849",31,0,2,13,16,488,76,383,29,5,,,,,,
,Westfield,"30,196",12,0,1,7,4,327,43,271,13,3,,,,,,
,West Milford Township,"27,765",19,0,7,2,10,422,125,285,12,3,,,,,,
,West New York,"47,146",137,1,0,59,77,936,267,461,208,2,,,,,,
,West Orange,"45,512",81,1,1,49,30,"1,394",270,753,371,2,,,,,,
,West Paterson,"11,263",22,0,4,5,13,222,43,150,29,2,,,,,,
,West Windsor Township,"23,561",17,0,0,8,9,504,67,398,39,2,,,,,,
,Westwood,"11,078",20,0,0,5,15,95,14,77,4,0,,,,,,
,Willingboro Township,"33,220",151,2,5,60,84,728,205,449,74,5,,,,,,
,Winslow Township,"35,150",167,0,11,27,129,772,214,510,48,12,,,,,,
,Woodbridge Township,"100,982",348,4,17,72,255,"3,275",643,"2,259",373,31,,,,,,
,Woodbury,"10,497",49,1,5,18,25,485,77,374,34,2,,,,,,
,Wyckoff Township,"16,956",11,0,0,0,11,124,17,106,1,0,,,,,,
NEW MEXICO,Alamogordo,"35,477",93,1,4,8,80,927,135,758,34,0,,,,,,
,Albuquerque,"468,764","4,439",51,263,"1,080","3,045","29,294","5,543","19,663","4,088",65,,,,,,
,Carlsbad,"25,462",155,1,4,10,140,"1,310",268,982,60,,,,,,,
,Deming,"14,275",99,1,5,7,86,915,287,552,76,7,,,,,,
,Farmington,"40,991",434,3,53,24,354,"1,493",389,974,130,13,,,,,,
,Gallup,"20,390",380,0,18,65,297,"2,458",259,"2,077",122,3,,,,,,
,Hobbs,"28,779",325,1,22,34,268,"1,788",372,"1,357",59,,,,,,,
,Las Cruces,"75,806",415,1,83,99,232,"4,089",808,"3,036",245,13,,,,,,
,Las Vegas,"14,373",185,5,11,16,153,835,203,569,63,10,,,,,,
,Portales,"11,215",37,0,1,5,31,547,110,419,18,1,,,,,,
,Rio Rancho,"57,211",193,1,31,12,149,"1,353",283,968,102,2,,,,,,
,Roswell,"44,522",477,7,41,48,381,"3,298",724,"2,444",130,24,,,,,,
,Santa Fe,"65,814",387,9,40,104,234,"4,671","2,301","2,137",233,25,,,,,,
,Silver City,"10,321",48,1,3,6,38,673,168,477,28,0,,,,,,
,Sunland Park,"13,738",22,0,0,3,19,192,44,140,8,0,,,,,,
NEW YORK,Albany,"93,938","1,160",8,33,383,736,"4,990","1,302","3,274",414,44,,,,,,
,Amherst Town,"111,945",120,1,5,40,74,"1,977",176,"1,735",66,,,,,,,
,Amsterdam,"18,096",24,0,2,3,19,199,54,141,4,,,,,,,
,Auburn,"28,234",77,0,20,13,44,"1,012",203,800,9,,,,,,,
,Batavia,"15,967",58,0,7,17,34,762,114,647,1,,,,,,,
,Beacon,"13,978",53,0,4,13,36,289,90,170,29,,,,,,,
,Bedford Town,"18,554",22,0,0,2,20,174,26,131,17,,,,,,,
,Bethlehem Town,"32,053",23,0,2,7,14,491,84,391,16,,,,,,,
,Binghamton,"46,815",182,3,10,77,92,"1,947",213,"1,683",51,,,,,,,
,Blooming Grove Town,"11,750",5,0,3,0,2,144,28,103,13,,,,,,,
,Brighton Town,"35,303",25,0,3,18,4,961,144,723,94,,,,,,,
,Buffalo,"288,187","3,701",63,203,"1,625","1,810","15,862","4,154","9,180","2,528",,,,,,,
,Camillus Town and Village,"23,366",11,0,0,2,9,347,37,301,9,,,,,,,
,Carmel Town,"34,025",20,0,0,6,14,342,49,278,15,,,,,,,
,Cheektowaga Town,"83,006",159,1,19,63,76,"2,909",366,"2,323",220,,,,,,,
,Cicero Town,"26,734",9,0,0,1,8,567,101,436,30,,,,,,,
,Clarkstown Town,"79,143",133,0,2,43,88,"2,050",202,"1,758",90,,,,,,,
,Clay Town,"54,318",7,0,0,4,3,437,57,378,2,,,,,,,
,Cohoes,"15,359",54,0,1,4,49,192,58,114,20,,,,,,,
,Colonie Town,"76,211",48,0,12,22,14,"2,746",371,"2,272",103,,,,,,,
,Corning,"10,734",23,0,5,3,15,375,30,337,8,,,,,,,
,Cortland,"18,831",63,0,15,16,32,563,104,438,21,,,,,,,
,Depew Village,"16,374",19,0,3,7,9,346,49,268,29,,,,,,,
,Dewitt Town,"22,019",43,0,2,18,23,656,127,509,20,,,,,,,
,Dobbs Ferry Village,"10,975",8,0,0,5,3,111,16,84,11,,,,,,,
,Dunkirk,"12,863",44,1,1,15,27,391,55,330,6,,,,,,,
,East Aurora-Aurora Town,"13,978",6,0,1,2,3,162,20,137,5,,,,,,,
,Eastchester Town,"18,795",30,0,0,8,22,358,19,321,18,,,,,,,
,East Fishkill Town,"27,054",38,0,1,2,35,335,55,268,12,,,,,,,
,East Greenbush Town,"15,846",33,0,1,12,20,309,30,272,7,,,,,,,
,East Hampton Town,"18,442",8,0,1,1,6,438,94,325,19,,,,,,,
,Endicott Village,"12,908",40,0,5,3,32,522,72,436,14,,,,,,,
,Evans Town,"15,292",21,1,2,1,17,233,49,174,10,,,,,,,
,Fallsburg Town,"11,480",53,0,3,4,46,178,76,98,4,,,,,,,
,Fishkill Town,"18,780",16,0,3,2,11,306,31,258,17,,,,,,,
,Floral Park Village,"16,001",13,0,0,8,5,103,23,73,7,,,,,,,
